occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
BogFungi_5814,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5815,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5816,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5817,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5818,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5819,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5820,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5821,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5822,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5823,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5824,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5825,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_5826,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5827,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5828,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_5829,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5830,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5831,Gymnopus androsaceus,Gymnopus androsaceus (L.) Della Magg. & Trassin.,7769302,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus,(L.) Della Magg. & Trassin.,7769302,
BogFungi_5832,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5833,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5834,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5835,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5836,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5837,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5838,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5839,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5840,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5841,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5842,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5843,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5844,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5845,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5846,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5847,Galerina tibiicystis,Galerina tibiicystis (G.F.Atk.) Kühner,2533865,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina tibiicystis,Galerina tibiicystis,(G.F.Atk.) Kühner,2533865,
BogFungi_5848,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5849,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5850,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_5851,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5852,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_5853,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_5854,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5855,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_5856,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5857,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5858,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_5859,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5860,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5861,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_5862,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
BogFungi_5863,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5864,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5865,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5866,Gymnopus junquilleus,Gymnopus junquilleus R.H.Petersen & J.L.Mata,5449274,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus junquilleus,Gymnopus junquilleus,R.H.Petersen & J.L.Mata,5449274,
BogFungi_5867,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5868,Galerina tibiicystis,Galerina tibiicystis (G.F.Atk.) Kühner,2533865,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina tibiicystis,Galerina tibiicystis,(G.F.Atk.) Kühner,2533865,
BogFungi_5869,Galerina tibiicystis,Galerina tibiicystis (G.F.Atk.) Kühner,2533865,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina tibiicystis,Galerina tibiicystis,(G.F.Atk.) Kühner,2533865,
BogFungi_5870,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5871,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5872,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5873,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5874,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5875,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5876,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5877,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5878,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5879,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5880,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_5881,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5882,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_5883,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5884,Clavaria sphagnicola,Clavaria sphagnicola Boud.,5446906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria sphagnicola,Clavaria sphagnicola,Boud.,5446906,
BogFungi_5885,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5886,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_5887,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_5888,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5889,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5890,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_5891,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_5892,Clavaria sphagnicola,Clavaria sphagnicola Boud.,5446906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria sphagnicola,Clavaria sphagnicola,Boud.,5446906,
BogFungi_5893,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_5894,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_5895,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5896,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_5897,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
