eventID,parentEventID,habitat,decimalLatitude,decimalLongitude,minimumElevationInMeters,samplingProtocol,sampleSizeValue,sampleSizeUnit,eventDate,country,countryCode,stateProvince,municipality,locality,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision
BogFungi_Plot_095_066,BogFungi_Plot_095,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89222,68.68254,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_096_066,BogFungi_Plot_096,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89226,68.68256,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_097_066,BogFungi_Plot_097,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89228,68.68262,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_098_066,BogFungi_Plot_098,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89230,68.68253,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_099_066,BogFungi_Plot_099,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89235,68.68263,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_100_066,BogFungi_Plot_100,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89240,68.68266,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_101_066,BogFungi_Plot_101,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89245,68.68268,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_102_066,BogFungi_Plot_102,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89249,68.68270,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_103_066,BogFungi_Plot_103,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89253,68.68272,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_104_066,BogFungi_Plot_104,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89257,68.68275,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_105_066,BogFungi_Plot_105,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89263,68.68278,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_106_066,BogFungi_Plot_106,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89267,68.68280,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_107_066,BogFungi_Plot_107,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89271,68.68282,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_108_066,BogFungi_Plot_108,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89277,68.68285,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_109_066,BogFungi_Plot_109,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89280,68.68287,34,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_110_066,BogFungi_Plot_110,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89285,68.68287,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_111_066,BogFungi_Plot_111,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89283,68.68287,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_112_066,BogFungi_Plot_112,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89291,68.68291,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_113_066,BogFungi_Plot_113,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89295,68.68292,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_114_066,BogFungi_Plot_114,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89299,68.68295,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_115_066,BogFungi_Plot_115,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89305,68.68296,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_116_066,BogFungi_Plot_116,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89306,68.68298,33,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_117_066,BogFungi_Plot_117,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89312,68.68300,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_118_066,BogFungi_Plot_118,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89316,68.68301,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_119_066,BogFungi_Plot_119,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89321,68.68301,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_120_066,BogFungi_Plot_120,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89325,68.68303,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_121_066,BogFungi_Plot_121,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89331,68.68305,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_122_066,BogFungi_Plot_122,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89337,68.68306,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_123_066,BogFungi_Plot_123,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89345,68.68306,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_124_066,BogFungi_Plot_124,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89350,68.68308,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_125_066,BogFungi_Plot_125,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89355,68.68307,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_126_066,BogFungi_Plot_126,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89360,68.68310,32,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_127_066,BogFungi_Plot_127,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89365,68.68313,38,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_128_066,BogFungi_Plot_128,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89368,68.68313,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_129_066,BogFungi_Plot_129,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89374,68.68313,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_130_066,BogFungi_Plot_130,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89379,68.68313,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_131_066,BogFungi_Plot_131,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89384,68.68312,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_132_066,BogFungi_Plot_132,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89388,68.68310,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_133_066,BogFungi_Plot_133,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89392,68.68310,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_134_066,BogFungi_Plot_134,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89396,68.68309,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_135_066,BogFungi_Plot_135,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89402,68.68308,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_136_066,BogFungi_Plot_136,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89406,68.68308,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_137_066,BogFungi_Plot_137,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89411,68.68307,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_138_066,BogFungi_Plot_138,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89414,68.68304,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_139_066,BogFungi_Plot_139,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89418,68.68305,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_140_066,BogFungi_Plot_140,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89421,68.68304,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_141_066,BogFungi_Plot_141,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89422,68.68300,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_142_066,BogFungi_Plot_142,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68288,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_143_066,BogFungi_Plot_143,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68278,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_144_066,BogFungi_Plot_144,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68270,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_145_066,BogFungi_Plot_145,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68257,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_146_066,BogFungi_Plot_146,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68246,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_147_066,BogFungi_Plot_147,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68232,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_148_066,BogFungi_Plot_148,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89418,68.68224,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_149_066,BogFungi_Plot_149,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68210,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_150_066,BogFungi_Plot_150,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68195,37,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_151_066,BogFungi_Plot_151,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89427,68.68301,36,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_152_066,BogFungi_Plot_152,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68304,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_153_066,BogFungi_Plot_153,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68299,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_154_066,BogFungi_Plot_154,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89437,68.68304,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_155_066,BogFungi_Plot_155,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89441,68.68307,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_156_066,BogFungi_Plot_156,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89446,68.68311,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_157_066,BogFungi_Plot_157,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89450,68.68314,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_158_066,BogFungi_Plot_158,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89454,68.68317,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_159_066,BogFungi_Plot_159,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89458,68.68320,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_160_066,BogFungi_Plot_160,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89462,68.68322,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_161_066,BogFungi_Plot_161,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89466,68.68325,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_162_066,BogFungi_Plot_162,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89472,68.68328,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_163_066,BogFungi_Plot_163,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89474,68.68331,35,Plot-based fruitbodies count,5,square metre,2019-06-09,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
